Name,Purpose,Country,International Code,Ownership,Flavor Tags,Cultivar/Brand ID,Aroma Profile,Alpha Acid Low,Alpha Acid High,Alpha Acid Avg,Beta Acid Low,Beta Acid High,Beta Acid Avg,Alpha-Beta Ratio Low,Alpha-Beta Ratio High,Alpha-Beta Ratio Avg,Co-Humulone Low,Co-Humulone High,Co-Humulone Avg,Total Oils Low,Total Oils High,Total Oils Avg,Myrcene,Humulene Low,Humulene High,Humulene Avg,Caryophyllene Low,Caryophyllene High,Caryophyllene Avg,Farnesene,All Others Low,All Others High,Myrcene Low,Myrcene High,Myrcene Avg,Farnesene Low,Farnesene High,Farnesene Avg,Hop Storage Index Low,Hop Storage Index High,Co-Humulone,Total Oils,Beta Acid,Caryophyllene,Hop Storage Index Avg,Humulene,PurposeNum,Citrus Aroma,Tropical Fruit Aroma,Stone Fruit Aroma,Berry Aroma,Floral Aroma,Grassy Aroma,Herbal Aroma,Spice Aroma,Resin / Pine Aroma,Flavor Tag alfalfa,Flavor Tag allspice,Flavor Tag almond,Flavor Tag anise,Flavor Tag apple,Flavor Tag apricot,Flavor Tag balsamic,Flavor Tag banana,Flavor Tag berry,Flavor Tag bitter,Flavor Tag black_cherry,Flavor Tag black_currant,Flavor Tag black_pepper,Flavor Tag black_tea,Flavor Tag blackberry,Flavor Tag blossom,Flavor Tag blueberry,Flavor Tag bohemian,Flavor Tag bubble_gum,Flavor Tag bubblegum,Flavor Tag butterscotch,Flavor Tag candied_fruit,Flavor Tag candy,Flavor Tag cannabis,Flavor Tag caramel,Flavor Tag cassis,Flavor Tag cataloupe,Flavor Tag cedar,Flavor Tag chamomile,Flavor Tag cherry,Flavor Tag chilies,Flavor Tag chocolate,Flavor Tag cinnamon,Flavor Tag citrus,Flavor Tag citus,Flavor Tag clean,Flavor Tag clove,Flavor Tag coconut,Flavor Tag coffee,Flavor Tag cognac,Flavor Tag cream,Flavor Tag crisp,Flavor Tag cucumber,Flavor Tag curry,Flavor Tag dank,Flavor Tag dark_fruit,Flavor Tag delicate,Flavor Tag dill,Flavor Tag dried_fruit,Flavor Tag earthy,Flavor Tag elderberry,Flavor Tag elderflower,Flavor Tag eucalyptus,Flavor Tag fennel,Flavor Tag fig,Flavor Tag floral,Flavor Tag fresh,Flavor Tag fruit_punch,Flavor Tag fruity,Flavor Tag garlic,Flavor Tag gazpacho,Flavor Tag geranium,Flavor Tag ginger,Flavor Tag gooseberry,Flavor Tag grapefruit,Flavor Tag grapes,Flavor Tag grass,Flavor Tag grassy,Flavor Tag green,Flavor Tag green_fruit,Flavor Tag green_tea,Flavor Tag guava,Flavor Tag hay,Flavor Tag herbal,Flavor Tag hibiscus,Flavor Tag honey,Flavor Tag honeydew,Flavor Tag honeysuckle,Flavor Tag hoppy,Flavor Tag incense,Flavor Tag jasmine,Flavor Tag juniper,Flavor Tag kiwi,Flavor Tag kumquat,Flavor Tag lavender,Flavor Tag leather,Flavor Tag lemon,Flavor Tag lemongrass,Flavor Tag licorice,Flavor Tag lilac,Flavor Tag lime,Flavor Tag loganberry,Flavor Tag lychee,Flavor Tag magnolia,Flavor Tag mandarin,Flavor Tag mango,Flavor Tag marjoram,Flavor Tag marmalade,Flavor Tag mellow,Flavor Tag melon,Flavor Tag menthol,Flavor Tag mild,Flavor Tag mint,Flavor Tag mojito,Flavor Tag molasses,Flavor Tag musty,Flavor Tag nectar,Flavor Tag nectarine,Flavor Tag neutral,Flavor Tag noble,Flavor Tag nutmeg,Flavor Tag oak,Flavor Tag onion,Flavor Tag orange,Flavor Tag oregano,Flavor Tag papaya,Flavor Tag passion_fruit,Flavor Tag peach,Flavor Tag pear,Flavor Tag pepper,Flavor Tag pine,Flavor Tag pine_resin,Flavor Tag pineapple,Flavor Tag pleasant,Flavor Tag plum,Flavor Tag potpourri,Flavor Tag pungent,Flavor Tag quince,Flavor Tag raspberry,Flavor Tag red_berry,Flavor Tag redberry,Flavor Tag redcurrant,Flavor Tag resin,Flavor Tag rose,Flavor Tag rosemary,Flavor Tag sage,Flavor Tag sandalwood,Flavor Tag sauvignon_blanc,Flavor Tag savory,Flavor Tag slightly_spicy,Flavor Tag smooth,Flavor Tag spearmint,Flavor Tag spice,Flavor Tag spices,Flavor Tag spicy,Flavor Tag stone_fruit,Flavor Tag stonefruit,Flavor Tag straw,Flavor Tag strawberry,Flavor Tag subtle,Flavor Tag sugar,Flavor Tag sweet,Flavor Tag sweet_fruit,Flavor Tag tangerine,Flavor Tag tangy,Flavor Tag tart,Flavor Tag tea,Flavor Tag thyme,Flavor Tag tobacco,Flavor Tag toffee,Flavor Tag troical_fruit,Flavor Tag tropical_fruit,Flavor Tag vanilla,Flavor Tag violet,Flavor Tag watermelon,Flavor Tag whiskey,Flavor Tag white_grape,Flavor Tag white_wine,Flavor Tag wild,Flavor Tag wine,Flavor Tag woody,Flavor Tag yogurt,Flavor Tag zest,PC1,PC2
Brewer's Gold (GR) Hop,Bittering,Germany (GER),BGO,,"['black_currant', 'spicy']",C9a,"{'Citrus': 2.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",4.5,7.8,6.2,2.9,3.7,3.3,1.0,3.0,2.0,39.0,48.0,43.5,0.8,2.2,1.5,0.0,29.0,31.0,30.0,7.0,8.0,7.5,0.0,10.0,24.0,40.0,50.0,45.0,0.0,1.0,0.5,26.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.247063862449751,15.057553631845042
Hallertau Blanc Hop,Aroma,Germany (GER),HBC,™ Hop Research Center Hüll,"['pineapple', 'gooseberry', 'white_wine', 'grapes', 'lemongrass', 'passion_fruit', 'clean', 'sauvignon_blanc']",2007/19/8,"{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 3.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 3.0, 'Resin / Pine': 2.0}",9.0,12.0,10.5,4.0,7.0,5.5,1.0,3.0,2.0,22.0,35.0,28.5,0.8,2.2,1.5,0.0,0.0,3.0,1.5,0.0,2.0,1.0,0.0,19.0,50.0,50.0,75.0,62.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48.58330626246283,-24.995743691579968
Hallertau Mittelfrüh Hop,Aroma,Germany (GER),HAL,,"['spicy', 'floral', 'citrus', 'grassy', 'tea']",,"{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 4.0, 'Resin / Pine': 2.0}",3.0,5.5,4.3,3.0,5.0,4.0,1.0,2.0,1.0,18.0,28.0,23.0,0.7,1.3,1.0,0.0,55.0,56.0,55.5,14.0,15.0,14.5,0.0,12.0,16.0,15.0,16.0,15.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.44160509548142,52.178860374693635
Hallertau Tradition Hop,Aroma,Germany (GER),HTR,,"['earthy', 'grassy', 'nectar', 'fruity', 'noble']",78/28/16,"{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 3.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",4.6,7.0,5.8,3.0,6.0,4.5,1.0,2.0,2.0,23.0,30.0,26.5,0.5,1.9,1.2,0.0,35.0,50.0,42.5,10.0,15.0,12.5,0.0,2.0,38.0,17.0,32.0,24.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.511039042781434,35.5811997504704
Herkules Hop,Bittering,Germany (GER),HKS,,"['citrus', 'melon']",95/94/816,"{'Citrus': 2.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 1.0, 'Resin / Pine': 1.0}",12.0,17.0,14.5,4.0,5.5,4.8,2.0,4.0,3.0,32.0,38.0,35.0,1.4,2.4,1.9,0.0,30.0,45.0,37.5,7.0,12.0,9.5,0.0,0.0,33.0,30.0,50.0,40.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.345435740759266,27.96026526690232
Hersbrucker Hop,Aroma,Germany (GER),HEB,,"['noble', 'hay', 'orange', 'tobacco']",,"{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",1.5,5.0,3.3,2.5,6.0,4.3,0.0,2.0,1.0,17.0,25.0,21.0,0.5,1.3,0.9,0.0,20.0,30.0,25.0,8.0,13.0,10.5,0.0,26.0,57.0,15.0,30.0,22.5,0.0,1.0,0.5,40.0,0.35,0.0,0.0,0.0,0.0,0.45,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.459148205861435,8.179100110067202
Huell Melon Hop,Aroma,Germany (GER),HMN,Hop Research Center in Hüll (EU-PVR),"['melon', 'strawberry', 'honeydew', 'fruity', 'sweet', 'orange', 'vanilla']",2009/2/706,"{'Citrus': 2.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 2.0, 'Resin / Pine': 1.0}",6.9,8.0,7.5,6.0,8.0,7.0,1.0,1.0,1.0,25.0,30.0,27.5,0.8,1.2,1.0,0.0,10.0,20.0,15.0,5.0,10.0,7.5,0.0,32.0,50.0,35.0,37.0,36.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5074240058724941,-11.732918415454204
Magnum (GR) Hop,Bittering,Germany (GER),HMG,,"['apple', 'black_pepper', 'clean', 'citrus', 'clean', 'floral', 'fruity']",85/59/3,"{'Citrus': 2.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 4.0, 'Resin / Pine': 1.0}",11.0,16.0,13.5,4.5,7.0,5.8,2.0,4.0,3.0,21.0,29.0,25.0,1.6,2.6,2.1,0.0,30.0,45.0,37.5,8.0,12.0,10.0,0.0,0.0,32.0,30.0,45.0,37.5,0.0,1.0,0.5,18.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,1,2.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.8141093693428845,32.01068338685235
Mandarina Bavaria Hop,Dual,Germany (GER),MBA,Hop Research Center in Hüll (EU-PVR),"['tangerine', 'lemon', 'citrus', 'resin', 'herbal', 'tropical_fruit']",2007/18/13,"{'Citrus': 4.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 3.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",7.0,10.5,8.8,4.0,8.0,6.0,1.0,3.0,2.0,31.0,35.0,33.0,0.8,2.0,1.4,0.0,10.0,15.0,12.5,6.0,10.0,8.0,0.0,28.0,48.0,35.0,45.0,40.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.845399425098938,-15.667402963539221
Opal Hop,Dual,Germany (GER),OPL,,"['black_pepper', 'citrus', 'spicy', 'floral', 'herbal', 'anise']",87/24/56,"{'Citrus': 2.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 2.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 4.0, 'Resin / Pine': 2.0}",5.0,14.0,9.5,3.5,5.5,4.5,1.0,4.0,2.0,13.0,34.0,23.5,0.8,1.3,1.1,0.0,30.0,50.0,40.0,8.0,15.0,11.5,0.0,0.0,42.0,20.0,45.0,32.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.36272560261818,35.15676711637255
Perle (GR) Hop,Aroma,Germany (GER),PER,,"['floral', 'fruity', 'mint', 'stone_fruit', 'herbal', 'earthy', 'slightly_spicy']",66/13/13,"{'Citrus': 1.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 3.0, 'Resin / Pine': 1.0}",4.0,9.0,6.5,2.5,5.0,3.8,1.0,4.0,2.0,29.0,35.0,32.0,0.5,2.5,1.5,0.0,35.0,55.0,45.0,10.0,20.0,15.0,0.0,0.0,35.0,20.0,35.0,27.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.640154427095435,40.168642863170554
Polaris Hop,Dual,Germany (GER),PLA,,"['mint', 'menthol', 'pineapple']",2000/109/728,"{'Citrus': 3.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 4.0, 'Berry': 4.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 3.0, 'Resin / Pine': 1.0}",18.0,23.0,20.5,4.5,6.5,5.5,3.0,5.0,4.0,22.0,29.0,25.5,4.0,5.0,4.5,0.0,20.0,35.0,27.5,8.0,13.0,10.5,0.0,0.0,23.0,49.0,51.0,50.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.504920023166166,17.245965618897962
Saphir Hop,Aroma,Germany (GER),SIR,,"['spicy', 'fruity', 'floral', 'tangerine']",85/27/20,"{'Citrus': 1.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",2.0,4.5,3.3,4.0,7.0,5.5,0.0,1.0,1.0,12.0,17.0,14.5,0.8,1.4,1.1,0.0,20.0,30.0,25.0,9.0,14.0,11.5,0.0,15.0,46.0,25.0,40.0,32.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.695962634342974,12.344970885920032
Smaragd Hop,Bittering,Germany (GER),SGD,,"['floral', 'fruity', 'spicy', 'tobacco', 'anise', 'clove', 'noble']",87/24/55,"{'Citrus': 1.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 4.0, 'Spice': 3.0, 'Resin / Pine': 3.0}",4.0,6.0,5.0,3.5,5.5,4.5,1.0,2.0,1.0,13.0,18.0,15.5,0.4,0.8,0.6,0.0,30.0,50.0,40.0,9.0,14.0,11.5,0.0,0.0,41.0,20.0,40.0,30.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.455931317634214,37.74592578588125
Solero Hop,Aroma,Germany (GER),SOL,™ Hopsteiner,"['tropical_fruit', 'mango', 'passion_fruit']",#243/42,"{'Citrus': 3.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 5.0, 'Berry': 2.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 3.0, 'Resin / Pine': 0.0}",9.0,11.2,10.1,5.0,7.0,6.0,1.0,2.0,2.0,30.0,45.0,37.5,1.5,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,5.0,2.0,0.0,0.0,2.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-63.65948067097841,-50.37298598849608
